Transaction_ID,Transacton_Amt (USD),Merchant Category,Card Type,Authentication Method,Transaction Mode,Device Type,Is Foreign Transaction,Hours Since Last Transaction,Transactions Count (last 24hrs),Distance from home (Km),Card Age (Months),Customer Age,Customer Age Group,Account Balance (USD),New Merchant,VPN Used,IP Country Mismatch,Billing & Shipping Mismatch,CVV Retry Count,Velocity Score,Time of Day,Day of Week,AI Scam Attempt,Merchant Risk Score,Merchant Risk Level,Previous Disputes,Fraud Status
3789,1824.46,Electronics,Mastercard,PIN,Online,POS Terminal,No,1-6 Hours,3,16.51,2–5 Years,54,46-60,2159.49,Yes,Yes,No,No,0,16.9,Afternoon (12 PM - 5 PM),Sunday,No,73.7,High,0,Genuine
3790,50.57,Online Retail,Mastercard,PIN,Contactless,Smart Watch,No,6-12 Hours,2,27.84,2–5 Years,70,61+,11587.46,No,No,No,No,1,6,Morning (6 AM - 12 PM),Monday,No,39.3,Low,1,Genuine
3791,129.36,Electronics,Mastercard,3D Secure,In-App,Android Phone,No,6-12 Hours,4,60.79,2–5 Years,61,61+,3489.65,No,No,No,No,0,22.5,Night (9 PM - 12 AM),Thursday,No,72,High,0,Genuine
3792,78.53,Healthcare,Visa,OTP,POS,Android Phone,No,1-6 Hours,6,34.46,2–5 Years,22,18-25,4891.09,No,No,No,No,0,24.3,Early Morning (12 AM - 6 AM),Wednesday,No,34.4,Low,1,Genuine
3793,12.59,Fuel,Visa,OTP,In-App,Android Phone,No,6-12 Hours,3,13.51,2–5 Years,22,18-25,1390.9,No,No,No,No,0,20,Early Morning (12 AM - 6 AM),Wednesday,No,31.4,Low,0,Genuine
3794,11.89,Utilities,Visa,OTP,In-App,ATM Machine,No,1-6 Hours,3,15.2,2–5 Years,36,36-45,10795.02,No,No,No,No,0,18.7,Afternoon (12 PM - 5 PM),Thursday,No,40.9,Medium,1,Genuine
3795,18.72,Restaurants,Mastercard,PIN,Online,iPhone,No,12-24 Hours,4,1.07,2–5 Years,64,61+,1761.88,No,No,Yes,No,0,6.6,Morning (6 AM - 12 PM),Wednesday,No,20.8,Low,0,Genuine
3796,21.21,Electronics,Mastercard,3D Secure,Contactless,Android Phone,No,1-6 Hours,3,40.31,2–5 Years,67,61+,1013.3,Yes,No,No,No,0,5.3,Morning (6 AM - 12 PM),Wednesday,No,46.9,Medium,0,Genuine
3797,6.02,Streaming,Visa,3D Secure,Online,Android Phone,No,6-12 Hours,4,11.16,2–5 Years,81,61+,7898.96,Yes,No,No,No,1,6.8,Morning (6 AM - 12 PM),Thursday,No,47.4,Medium,0,Genuine
3798,111.08,Restaurants,Mastercard,PIN,Online,Android Phone,No,1-6 Hours,4,28.64,2–5 Years,34,26-35,1308.76,No,No,No,No,1,28,Evening (5 PM - 9 PM),Monday,No,40.6,Medium,0,Genuine
3799,53.52,Groceries,Amex,No Authentication,Online,Mac,No,6-12 Hours,4,56.51,2–5 Years,26,26-35,10621.97,Yes,Yes,No,No,0,17.6,Night (9 PM - 12 AM),Tuesday,No,23.7,Low,0,Genuine
3800,50.2,Fuel,Visa,Biometric,POS,iPhone,No,1-6 Hours,1,61.83,2–5 Years,38,36-45,801.62,No,No,No,No,0,7.6,Afternoon (12 PM - 5 PM),Thursday,No,32,Low,1,Genuine
3801,235.87,Travel,Amex,OTP,Online,iPhone,No,6-12 Hours,1,15.26,2–5 Years,27,26-35,1723.83,No,Yes,No,No,0,19.2,Night (9 PM - 12 AM),Sunday,No,20.1,Low,1,Genuine
3802,68,Groceries,Visa,Biometric,In-App,POS Terminal,No,Within 1 Hour,4,24.46,2–5 Years,52,46-60,3633.07,Yes,No,No,No,1,49,Afternoon (12 PM - 5 PM),Sunday,No,63.6,High,0,Genuine
3803,49.03,Utilities,Amex,3D Secure,Online,Android Phone,No,1-6 Hours,3,50.14,2–5 Years,52,46-60,1830.73,Yes,No,Yes,No,0,21.5,Early Morning (12 AM - 6 AM),Wednesday,No,4.5,Very Low,0,Genuine
3804,153.2,Crypto Exchange,Mastercard,Biometric,In-App,Android Phone,No,6-12 Hours,5,18.02,2–5 Years,29,26-35,3027.44,No,No,No,No,0,38.8,Afternoon (12 PM - 5 PM),Saturday,No,81.3,Very High,0,Genuine
3805,126.91,Restaurants,Mastercard,OTP,POS,ATM Machine,No,12-24 Hours,1,9.99,2–5 Years,55,46-60,2988.42,No,No,No,No,0,6.7,Morning (6 AM - 12 PM),Saturday,No,25.9,Low,0,Genuine
3806,477.46,Travel,Visa,3D Secure,POS,ATM Machine,No,12-24 Hours,2,89.76,2–5 Years,76,61+,3494.96,No,No,No,Yes,0,4.2,Evening (5 PM - 9 PM),Friday,No,51.7,Medium,0,Genuine
3807,71.31,Fuel,RuPay,OTP,POS,iPhone,No,Within 1 Hour,1,12.54,2–5 Years,67,61+,5245.25,No,No,No,No,0,21.1,Early Morning (12 AM - 6 AM),Wednesday,No,25.1,Low,0,Genuine
3808,23.76,Groceries,Visa,3D Secure,Online,Android Phone,Yes,1-6 Hours,3,1.95,2–5 Years,36,36-45,2009.98,No,No,No,No,0,39.5,Morning (6 AM - 12 PM),Tuesday,No,23.5,Low,0,Genuine
3809,43.78,Fuel,Visa,OTP,Online,Windows PC,No,Within 1 Hour,5,11.37,2–5 Years,81,61+,608.04,Yes,No,No,No,0,51.4,Afternoon (12 PM - 5 PM),Wednesday,No,32.7,Low,0,Genuine
3810,19.06,Restaurants,Amex,OTP,Online,Android Phone,No,6-12 Hours,3,9.79,2–5 Years,40,36-45,244.83,No,No,No,No,0,11.6,Night (9 PM - 12 AM),Wednesday,No,22.5,Low,0,Genuine
3811,307.43,Electronics,Visa,OTP,Contactless,Mac,No,1-2 Days,2,34.84,2–5 Years,42,36-45,4330.33,No,No,No,No,0,11.5,Morning (6 AM - 12 PM),Monday,No,54.2,Medium,0,Genuine
3812,138.21,Electronics,Amex,3D Secure,Online,iPhone,No,Within 1 Hour,2,3.04,2–5 Years,23,18-25,307.62,No,No,No,No,0,31.7,Early Morning (12 AM - 6 AM),Sunday,No,60.4,High,0,Genuine
3813,198.66,Online Retail,Visa,3D Secure,POS,Android Phone,No,6-12 Hours,3,38.31,2–5 Years,18,18-25,675.02,No,No,No,No,0,22.2,Early Morning (12 AM - 6 AM),Friday,No,17.5,Very Low,0,Genuine
3814,80.5,Groceries,RuPay,Biometric,Contactless,Android Phone,No,1-6 Hours,1,8.77,2–5 Years,44,36-45,7111.45,No,No,No,No,0,23.1,Early Morning (12 AM - 6 AM),Sunday,No,46.5,Medium,0,Genuine
3815,53.03,Gaming,Visa,No Authentication,In-App,Windows PC,No,12-24 Hours,4,1.16,2–5 Years,28,26-35,1656.64,No,No,No,No,1,10.4,Early Morning (12 AM - 6 AM),Wednesday,No,60.1,High,0,Genuine
3816,121.61,Gaming,RuPay,3D Secure,In-App,POS Terminal,No,1-6 Hours,4,19.06,2–5 Years,74,61+,2255.14,No,No,No,No,0,43.6,Afternoon (12 PM - 5 PM),Sunday,No,71.3,High,0,Genuine
3817,232.91,Online Retail,Visa,OTP,POS,Android Phone,No,12-24 Hours,5,1.52,2–5 Years,43,36-45,446.57,No,No,No,No,0,25.9,Afternoon (12 PM - 5 PM),Friday,No,20.8,Low,0,Genuine
3818,10.04,Gift Cards,Mastercard,OTP,In-App,iPhone,No,1-6 Hours,7,2.32,2–5 Years,38,36-45,4769.59,No,No,No,No,0,41.3,Evening (5 PM - 9 PM),Friday,No,43.8,Medium,1,Genuine
3819,42.72,Restaurants,Amex,OTP,POS,Tablet,No,1-6 Hours,0,2.01,2–5 Years,48,46-60,5567.85,Yes,No,No,No,0,8,Morning (6 AM - 12 PM),Thursday,No,25.4,Low,1,Genuine
3820,155.82,Utilities,Visa,OTP,POS,Android Phone,No,12-24 Hours,4,16.03,2–5 Years,34,26-35,617.59,No,No,No,No,0,22.8,Morning (6 AM - 12 PM),Tuesday,No,52.6,Medium,0,Genuine
3821,285.06,Online Retail,Visa,3D Secure,Contactless,Android Phone,No,2-7 Days,4,39.24,2–5 Years,54,46-60,1829.65,No,No,No,No,0,3.4,Early Morning (12 AM - 6 AM),Monday,No,28.4,Low,1,Genuine
3822,116.58,Healthcare,Visa,3D Secure,Online,POS Terminal,No,Within 1 Hour,3,1.3,2–5 Years,34,26-35,1223.93,No,No,No,No,0,37,Afternoon (12 PM - 5 PM),Wednesday,No,34.3,Low,1,Genuine
3823,186.08,Electronics,Mastercard,3D Secure,Contactless,iPhone,No,12-24 Hours,1,2.93,2–5 Years,61,61+,946.6,No,No,No,No,0,8.4,Evening (5 PM - 9 PM),Tuesday,No,38.5,Low,0,Genuine
3824,183.43,Fuel,Visa,OTP,Online,Android Phone,No,Within 1 Hour,1,54.76,5+ Years,30,26-35,1872.91,No,No,No,No,1,44,Night (9 PM - 12 AM),Saturday,No,40.2,Medium,0,Genuine
3825,40.04,Restaurants,Visa,OTP,Online,iPhone,No,12-24 Hours,1,23,2–5 Years,18,18-25,964.59,Yes,No,No,No,0,0,Morning (6 AM - 12 PM),Sunday,No,25.2,Low,1,Genuine
3826,374.1,Travel,Mastercard,3D Secure,In-App,ATM Machine,No,1-6 Hours,1,10.4,2–5 Years,24,18-25,2417.92,Yes,No,No,No,0,20.9,Night (9 PM - 12 AM),Wednesday,No,42.4,Medium,1,Genuine
3827,9.71,Restaurants,Mastercard,Biometric,POS,iPhone,No,1-6 Hours,3,27.73,2–5 Years,56,46-60,190.6,No,No,No,No,0,22.3,Night (9 PM - 12 AM),Saturday,No,34.2,Low,1,Genuine
3828,81.14,Gaming,Mastercard,OTP,POS,POS Terminal,No,12-24 Hours,5,6.89,2–5 Years,71,61+,389.37,No,No,No,No,1,14.2,Night (9 PM - 12 AM),Wednesday,No,37,Low,0,Genuine
3829,38.5,Online Retail,Visa,No Authentication,POS,Android Phone,No,1-6 Hours,4,76.08,2–5 Years,52,46-60,3755.36,No,No,No,No,0,24.7,Morning (6 AM - 12 PM),Saturday,No,27.7,Low,0,Genuine
3830,7.36,Streaming,Mastercard,PIN,Online,Android Phone,Yes,12-24 Hours,2,30.22,2–5 Years,72,61+,1786.2,No,No,No,No,0,15.5,Afternoon (12 PM - 5 PM),Monday,No,17.4,Very Low,1,Genuine
3831,38.5,Online Retail,Mastercard,OTP,Online,POS Terminal,No,Within 1 Hour,4,4.3,2–5 Years,37,36-45,4603.31,No,No,No,No,0,52.7,Afternoon (12 PM - 5 PM),Sunday,No,35,Low,1,Genuine
3832,49.38,Restaurants,Mastercard,3D Secure,Online,Tablet,No,1-6 Hours,3,21.1,2–5 Years,21,18-25,10120.94,Yes,No,No,Yes,0,17.6,Afternoon (12 PM - 5 PM),Thursday,No,46.9,Medium,0,Genuine
3833,3.65,Groceries,Mastercard,OTP,Online,Android Phone,No,12-24 Hours,3,52.06,2–5 Years,56,46-60,2259.55,Yes,No,No,No,0,24.5,Morning (6 AM - 12 PM),Sunday,No,17,Very Low,0,Genuine
3834,95.96,Online Retail,Visa,PIN,Contactless,iPhone,No,1-6 Hours,1,24.75,2–5 Years,72,61+,2008.4,No,No,No,No,0,28.7,Early Morning (12 AM - 6 AM),Wednesday,No,29,Low,1,Genuine
3835,73.72,Online Retail,Mastercard,OTP,Online,iPhone,No,6-12 Hours,5,28.01,2–5 Years,65,61+,641.62,No,Yes,No,No,0,23.5,Morning (6 AM - 12 PM),Sunday,No,50.9,Medium,0,Genuine
3836,923.21,Electronics,Visa,OTP,Online,Android Phone,No,12-24 Hours,5,16.83,2–5 Years,18,18-25,511.92,No,Yes,No,No,0,11,Early Morning (12 AM - 6 AM),Tuesday,No,46.1,Medium,2,Genuine
3837,87.82,Restaurants,Visa,PIN,In-App,Android Phone,No,12-24 Hours,1,58.95,2–5 Years,47,46-60,3395.62,Yes,No,No,No,0,8.2,Night (9 PM - 12 AM),Monday,No,50,Medium,0,Genuine
3838,182.87,Electronics,Mastercard,Biometric,Online,ATM Machine,No,1-6 Hours,5,3.14,2–5 Years,26,26-35,5199.6,No,No,No,No,1,26.3,Afternoon (12 PM - 5 PM),Saturday,No,53.7,Medium,0,Genuine
3839,65.1,Groceries,Visa,Biometric,In-App,Android Phone,No,1-6 Hours,2,59.49,2–5 Years,68,61+,493.27,No,No,No,No,0,16.4,Afternoon (12 PM - 5 PM),Wednesday,No,35.4,Low,0,Genuine
3840,741.45,Travel,Visa,3D Secure,POS,iPhone,No,6-12 Hours,4,17.29,2–5 Years,63,61+,1327.77,Yes,No,No,No,0,8.5,Evening (5 PM - 9 PM),Friday,No,26.3,Low,0,Genuine
3841,24.81,Fuel,Visa,3D Secure,Online,Android Phone,No,6-12 Hours,4,0.92,2–5 Years,24,18-25,10132.38,No,No,No,No,0,7.1,Afternoon (12 PM - 5 PM),Friday,No,24.4,Low,0,Genuine
3842,52.87,Fuel,Visa,3D Secure,Online,ATM Machine,Yes,1-6 Hours,1,12.03,2–5 Years,24,18-25,311.26,No,No,Yes,No,0,19.3,Night (9 PM - 12 AM),Wednesday,No,46.6,Medium,0,Genuine
3843,22.3,Gaming,Mastercard,Biometric,Online,ATM Machine,No,12-24 Hours,3,6.36,2–5 Years,76,61+,458.38,No,No,No,No,0,7.3,Morning (6 AM - 12 PM),Monday,No,43.1,Medium,1,Genuine
3844,28.4,Gift Cards,Visa,OTP,In-App,Smart Watch,No,Within 1 Hour,2,0.15,2–5 Years,33,26-35,1986.27,No,No,No,No,0,23,Early Morning (12 AM - 6 AM),Friday,No,74.3,High,0,Genuine
3845,15.36,Groceries,Mastercard,PIN,Contactless,Windows PC,No,12-24 Hours,3,38.02,2–5 Years,38,36-45,1065.85,No,No,No,No,0,9.3,Night (9 PM - 12 AM),Thursday,No,7,Very Low,0,Genuine
3846,32.64,Online Retail,RuPay,3D Secure,In-App,Tablet,Yes,1-6 Hours,4,9.07,2–5 Years,20,18-25,1421.88,No,No,No,No,0,34,Morning (6 AM - 12 PM),Monday,Yes,31.6,Low,0,Genuine
3847,14.59,Utilities,Visa,3D Secure,ATM,Android Phone,Yes,1-6 Hours,1,0.93,2–5 Years,66,61+,1555.57,Yes,No,Yes,No,0,11.3,Early Morning (12 AM - 6 AM),Monday,No,22.2,Low,0,Genuine
3848,83.33,Online Retail,Visa,PIN,Online,Windows PC,No,1-6 Hours,2,5.29,2–5 Years,45,36-45,1108.71,No,No,No,No,0,22.8,Evening (5 PM - 9 PM),Saturday,No,36.2,Low,0,Genuine
3849,30.24,Groceries,Mastercard,OTP,Online,Android Phone,No,1-6 Hours,1,34.32,2–5 Years,81,61+,2306.46,No,No,No,No,0,16.5,Afternoon (12 PM - 5 PM),Wednesday,No,47.1,Medium,2,Genuine
3850,383.06,Groceries,Visa,No Authentication,POS,Android Phone,No,1-2 Days,1,5.37,2–5 Years,32,26-35,660.76,No,No,No,No,1,10,Afternoon (12 PM - 5 PM),Sunday,No,20.8,Low,0,Genuine
3851,20.05,Restaurants,Mastercard,3D Secure,In-App,Windows PC,No,1-2 Days,3,1.12,2–5 Years,53,46-60,340.05,No,No,No,No,0,7.4,Evening (5 PM - 9 PM),Friday,No,20.1,Low,0,Genuine
3852,304.6,Electronics,Visa,PIN,POS,POS Terminal,No,6-12 Hours,0,38.84,2–5 Years,69,61+,5162.66,No,No,No,No,0,0,Morning (6 AM - 12 PM),Sunday,No,47.1,Medium,0,Genuine
3853,513.7,Travel,RuPay,OTP,Online,POS Terminal,No,12-24 Hours,2,31.98,2–5 Years,72,61+,2109.57,No,No,No,No,0,17,Morning (6 AM - 12 PM),Wednesday,No,42.4,Medium,0,Genuine
3854,3,Streaming,RuPay,OTP,Contactless,POS Terminal,No,1-6 Hours,3,18.24,2–5 Years,78,61+,653.7,No,No,No,No,0,13.2,Early Morning (12 AM - 6 AM),Tuesday,No,23.2,Low,0,Genuine
3855,14.92,Groceries,Visa,Biometric,POS,ATM Machine,Yes,1-6 Hours,3,13.37,2–5 Years,44,36-45,7632.44,No,No,No,No,0,8.5,Early Morning (12 AM - 6 AM),Thursday,No,23.7,Low,0,Genuine
3856,9.81,Streaming,Mastercard,3D Secure,Contactless,ATM Machine,No,1-6 Hours,1,106.44,2–5 Years,29,26-35,441.12,No,No,No,No,0,6.1,Afternoon (12 PM - 5 PM),Tuesday,No,35.2,Low,0,Genuine
3857,239.76,Crypto Exchange,Mastercard,Biometric,Contactless,Mac,No,1-6 Hours,4,14.47,2–5 Years,24,18-25,294.18,No,No,No,No,0,27.8,Morning (6 AM - 12 PM),Thursday,No,75.3,High,0,Genuine
3858,16.93,Online Retail,Mastercard,OTP,Online,Windows PC,No,1-6 Hours,2,13.68,2–5 Years,27,26-35,3558.79,No,No,No,No,0,10.5,Evening (5 PM - 9 PM),Wednesday,No,19.6,Very Low,2,Genuine
3859,102.84,Online Retail,Discover,OTP,POS,Smart Watch,No,1-2 Days,8,8.64,2–5 Years,33,26-35,6575.09,No,Yes,No,No,0,41.1,Early Morning (12 AM - 6 AM),Wednesday,No,23.5,Low,0,Genuine
3860,31.23,Fuel,RuPay,No Authentication,Online,POS Terminal,No,6-12 Hours,5,14.29,2–5 Years,78,61+,2445.36,Yes,Yes,No,No,0,24.7,Evening (5 PM - 9 PM),Sunday,No,57.5,Medium,0,Genuine
3861,310.29,Restaurants,Amex,3D Secure,POS,Windows PC,No,1-6 Hours,4,11.85,2–5 Years,72,61+,126.08,No,No,No,No,0,23.5,Evening (5 PM - 9 PM),Saturday,No,48.1,Medium,0,Genuine
3862,37.71,Online Retail,Mastercard,3D Secure,Online,Smart Watch,No,6-12 Hours,3,2.96,2–5 Years,80,61+,13405.42,Yes,Yes,No,Yes,0,26.1,Early Morning (12 AM - 6 AM),Friday,No,5.2,Very Low,1,Genuine
3863,33.71,Restaurants,Mastercard,3D Secure,Online,iPhone,No,6-12 Hours,2,26.09,2–5 Years,71,61+,28390.83,No,No,No,No,1,4.9,Afternoon (12 PM - 5 PM),Friday,No,41.6,Medium,0,Genuine
3864,7.89,Utilities,Visa,No Authentication,ATM,POS Terminal,No,Within 1 Hour,5,31.04,2–5 Years,37,36-45,337.71,No,Yes,No,No,1,62.2,Afternoon (12 PM - 5 PM),Thursday,No,20.7,Low,0,Genuine
3865,29.2,Gift Cards,Amex,OTP,Online,iPhone,No,1-6 Hours,3,5.34,2–5 Years,58,46-60,4301.47,No,No,No,No,0,33.3,Night (9 PM - 12 AM),Saturday,No,59.9,Medium,0,Genuine
3866,15.89,Groceries,Visa,OTP,POS,iPhone,No,12-24 Hours,4,6.71,2–5 Years,21,18-25,1767.08,Yes,No,No,No,0,0,Early Morning (12 AM - 6 AM),Sunday,No,44.8,Medium,0,Genuine
3867,65.83,Groceries,Mastercard,OTP,POS,Smart Watch,No,6-12 Hours,4,9.13,2–5 Years,46,46-60,8666.47,No,No,No,No,1,6.5,Night (9 PM - 12 AM),Wednesday,No,9,Very Low,0,Genuine
3868,554.67,Travel,Visa,PIN,Online,Android Phone,No,1-6 Hours,5,37.26,2–5 Years,74,61+,2038.79,No,No,No,Yes,0,24.1,Night (9 PM - 12 AM),Saturday,No,16.9,Very Low,0,Genuine
3869,80.92,Groceries,RuPay,OTP,ATM,Android Phone,Yes,1-6 Hours,2,11.46,2–5 Years,21,18-25,6040.45,No,No,No,No,0,0,Night (9 PM - 12 AM),Friday,No,36.3,Low,0,Genuine
3870,224.06,Travel,Mastercard,PIN,Online,Android Phone,No,12-24 Hours,0,36.97,5+ Years,64,61+,5642.67,No,No,No,No,0,0,Early Morning (12 AM - 6 AM),Monday,No,44.3,Medium,0,Genuine
3871,148.3,Restaurants,Mastercard,PIN,In-App,Android Phone,No,6-12 Hours,5,0.92,2–5 Years,59,46-60,6759.3,No,No,Yes,No,1,14.7,Afternoon (12 PM - 5 PM),Tuesday,No,39.2,Low,0,Genuine
3872,7.29,Gift Cards,Mastercard,OTP,In-App,Android Phone,No,12-24 Hours,2,0.13,2–5 Years,68,61+,2190.13,Yes,No,No,No,0,17.9,Afternoon (12 PM - 5 PM),Tuesday,No,69.6,High,0,Genuine
3873,83.5,Gaming,Visa,No Authentication,POS,Windows PC,No,1-6 Hours,3,36.38,2–5 Years,72,61+,3276.13,No,No,No,No,0,24.7,Night (9 PM - 12 AM),Tuesday,No,46.9,Medium,0,Genuine
3874,323.46,Electronics,Mastercard,3D Secure,Online,POS Terminal,No,12-24 Hours,2,7.21,2–5 Years,75,61+,1335.79,No,No,No,No,0,4.1,Morning (6 AM - 12 PM),Thursday,No,39.2,Low,0,Genuine
3875,66.3,Gaming,Visa,OTP,POS,Android Phone,No,Within 1 Hour,2,21.05,2–5 Years,20,18-25,1153.27,No,No,No,No,0,35.4,Night (9 PM - 12 AM),Thursday,No,45.5,Medium,0,Genuine
3876,449.53,Travel,Mastercard,No Authentication,POS,POS Terminal,Yes,6-12 Hours,1,22.81,2–5 Years,60,46-60,11892.2,No,No,No,No,0,2.6,Early Morning (12 AM - 6 AM),Saturday,No,46.9,Medium,0,Genuine
3877,14.01,Online Retail,Amex,3D Secure,POS,Android Phone,No,6-12 Hours,1,9.31,2–5 Years,80,61+,1185.69,Yes,Yes,No,No,0,8.2,Early Morning (12 AM - 6 AM),Sunday,No,33.5,Low,0,Genuine
3878,52.97,Gaming,Visa,PIN,POS,iPhone,No,6-12 Hours,1,15.19,2–5 Years,75,61+,1635.78,No,No,No,No,1,7.4,Early Morning (12 AM - 6 AM),Tuesday,No,60.7,High,0,Genuine
3879,7.49,Fuel,Visa,PIN,In-App,iPhone,No,1-2 Days,2,1.53,2–5 Years,21,18-25,769.34,Yes,No,No,No,0,21.8,Morning (6 AM - 12 PM),Friday,No,38.1,Low,0,Genuine
3880,10.48,Online Retail,Mastercard,Biometric,Contactless,iPhone,No,1-2 Days,3,4.55,2–5 Years,81,61+,1938.14,No,No,No,No,0,17.5,Afternoon (12 PM - 5 PM),Friday,No,22.1,Low,0,Genuine
3881,13.7,Restaurants,Mastercard,3D Secure,In-App,POS Terminal,No,12-24 Hours,6,4.92,2–5 Years,74,61+,4290.72,No,Yes,No,No,0,29.8,Morning (6 AM - 12 PM),Sunday,No,41.3,Medium,0,Genuine
3882,111.23,Online Retail,Visa,3D Secure,ATM,iPhone,No,1-6 Hours,8,27.17,2–5 Years,69,61+,646.3,Yes,No,No,No,1,40.7,Morning (6 AM - 12 PM),Sunday,No,18.8,Very Low,0,Genuine
3883,43.5,Online Retail,Mastercard,PIN,Online,Android Phone,No,6-12 Hours,2,54.76,2–5 Years,73,61+,5778.41,Yes,No,No,No,0,10.6,Early Morning (12 AM - 6 AM),Monday,Yes,42.2,Medium,1,Genuine
3884,12.15,Healthcare,RuPay,OTP,Contactless,Android Phone,No,6-12 Hours,1,12.83,2–5 Years,41,36-45,820.65,No,No,No,No,0,0.6,Evening (5 PM - 9 PM),Friday,No,30.9,Low,0,Genuine
3885,61.4,Restaurants,Mastercard,OTP,Online,iPhone,No,1-6 Hours,2,6.67,2–5 Years,57,46-60,966.01,No,No,No,No,1,7.5,Early Morning (12 AM - 6 AM),Wednesday,No,24.8,Low,0,Genuine
3886,408.15,Online Retail,Amex,Biometric,In-App,Windows PC,No,1-6 Hours,2,17.69,2–5 Years,31,26-35,15793.88,No,No,No,No,0,13.5,Early Morning (12 AM - 6 AM),Saturday,No,24,Low,0,Genuine
3887,35.49,Restaurants,Mastercard,No Authentication,Online,Tablet,No,1-6 Hours,3,2.12,2–5 Years,26,26-35,3463.01,No,No,No,No,0,19.1,Evening (5 PM - 9 PM),Friday,No,42.7,Medium,0,Genuine
3888,70.33,Groceries,Amex,Biometric,ATM,POS Terminal,No,1-6 Hours,8,8.89,2–5 Years,52,46-60,3180.82,No,No,No,No,0,40.5,Afternoon (12 PM - 5 PM),Saturday,No,41.6,Medium,2,Genuine
3889,22.75,Groceries,Discover,Biometric,POS,Tablet,No,1-6 Hours,3,53.87,2–5 Years,51,46-60,1719.27,No,No,No,No,0,30.9,Morning (6 AM - 12 PM),Tuesday,No,7,Very Low,0,Genuine
3890,1241.19,Electronics,Mastercard,3D Secure,Online,Windows PC,No,12-24 Hours,6,19.76,2–5 Years,41,36-45,2351.59,Yes,No,No,No,0,35.6,Evening (5 PM - 9 PM),Saturday,Yes,54.9,Medium,0,Genuine
3891,15.9,Healthcare,Mastercard,No Authentication,Online,Android Phone,No,12-24 Hours,2,45.83,2–5 Years,72,61+,5311.06,No,No,No,No,1,13.9,Night (9 PM - 12 AM),Saturday,No,37.5,Low,0,Genuine
3892,41,Restaurants,Visa,Biometric,POS,POS Terminal,No,6-12 Hours,4,4.68,2–5 Years,54,46-60,4367.64,Yes,No,No,No,0,16.7,Afternoon (12 PM - 5 PM),Saturday,No,30.1,Low,0,Genuine
3893,147.46,Electronics,Mastercard,3D Secure,POS,Android Phone,No,1-6 Hours,5,44.55,2–5 Years,37,36-45,2759.41,No,No,No,No,0,24.5,Afternoon (12 PM - 5 PM),Sunday,No,66.6,High,0,Genuine
3894,20.63,Electronics,Mastercard,PIN,Contactless,Android Phone,No,12-24 Hours,1,6.4,2–5 Years,38,36-45,10705.86,No,No,No,No,0,14,Early Morning (12 AM - 6 AM),Wednesday,No,40.7,Medium,0,Genuine
3895,576.56,Crypto Exchange,Amex,Biometric,Online,Android Phone,No,Within 1 Hour,4,70.56,2–5 Years,70,61+,642.38,No,No,No,Yes,1,26.9,Morning (6 AM - 12 PM),Tuesday,Yes,80.7,Very High,0,Fraud
3896,4.65,Streaming,Discover,Biometric,Online,Smart Watch,No,1-6 Hours,2,2.52,2–5 Years,51,46-60,1750.44,No,No,No,No,0,22.6,Evening (5 PM - 9 PM),Sunday,No,48.2,Medium,0,Genuine
3897,1598.65,Electronics,RuPay,OTP,Online,iPhone,No,12-24 Hours,2,4.24,2–5 Years,41,36-45,1818.52,No,No,No,No,0,12.3,Early Morning (12 AM - 6 AM),Friday,No,30.7,Low,0,Genuine
3898,403.21,Gift Cards,Visa,No Authentication,Online,Android Phone,No,1-6 Hours,2,28.94,2–5 Years,59,46-60,549.8,No,No,No,No,0,10.7,Early Morning (12 AM - 6 AM),Friday,No,79.1,High,0,Genuine
3899,51.46,Restaurants,Mastercard,OTP,Online,iPhone,No,1-6 Hours,4,46.46,2–5 Years,63,61+,1156.46,No,No,No,No,1,30.8,Afternoon (12 PM - 5 PM),Sunday,No,21.8,Low,1,Genuine
3900,64.14,Travel,Mastercard,Biometric,Contactless,Tablet,No,1-6 Hours,4,13.44,2–5 Years,68,61+,1543.81,No,Yes,No,No,0,33.7,Evening (5 PM - 9 PM),Saturday,No,29.4,Low,0,Genuine
3901,103.11,Electronics,Visa,PIN,POS,Android Phone,No,12-24 Hours,5,22.65,2–5 Years,44,36-45,3745.09,No,No,No,No,0,25,Early Morning (12 AM - 6 AM),Monday,No,51.4,Medium,0,Genuine
3902,95.45,Healthcare,RuPay,OTP,Online,iPhone,No,1-6 Hours,0,5.58,2–5 Years,69,61+,2512.76,No,No,No,No,0,4.3,Evening (5 PM - 9 PM),Monday,No,42.3,Medium,0,Genuine
3903,53.62,Healthcare,Discover,3D Secure,Online,POS Terminal,No,1-6 Hours,4,12.02,2–5 Years,75,61+,2404.75,No,Yes,No,No,0,25,Evening (5 PM - 9 PM),Thursday,No,1.6,Very Low,0,Genuine
3904,240.13,Fuel,Visa,No Authentication,Online,POS Terminal,No,1-6 Hours,3,43.17,2–5 Years,40,36-45,7174.52,Yes,Yes,No,No,0,15.8,Early Morning (12 AM - 6 AM),Sunday,No,47.1,Medium,0,Fraud
3905,121.35,Fuel,Visa,PIN,Online,Android Phone,No,6-12 Hours,4,51.16,2–5 Years,25,18-25,984.4,No,Yes,No,No,0,12.7,Early Morning (12 AM - 6 AM),Sunday,No,21.1,Low,0,Genuine
